alim_code,alim_nom_fr,groupe,sous_groupe
20912,"Tofu fumé, préemballé","viandes, œufs, poissons et assimilés",substitus de produits carnés
25223,"Bouchées ou émincé végétal au soja et blé (convient aux véganes ou végétaliens), préemballé","viandes, œufs, poissons et assimilés",substitus de produits carnés
25224,"Bouchées ou émincé au soja et blé  (ne convient pas aux véganes ou végétaliens), préemballé","viandes, œufs, poissons et assimilés",substitus de produits carnés
25598,"Seitan, préemballé","viandes, œufs, poissons et assimilés",substitus de produits carnés
19023,"Lait entier, UHT",produits laitiers et assimilés,laits
19024,"Lait entier, pasteurisé",produits laitiers et assimilés,laits
19037,"Lait demi-écrémé, UHT, enrichi en vitamine D seulement",produits laitiers et assimilés,laits
19038,"Lait à 1,2% de matière grasse, UHT, enrichi en plusieurs vitamines",produits laitiers et assimilés,laits
19039,"Lait, teneur en matière grasse inconnue, UHT (aliment moyen)",produits laitiers et assimilés,laits
19041,"Lait demi-écrémé, UHT",produits laitiers et assimilés,laits
19042,"Lait demi-écrémé, pasteurisé",produits laitiers et assimilés,laits
19050,"Lait écrémé, UHT",produits laitiers et assimilés,laits
19051,"Lait écrémé, pasteurisé",produits laitiers et assimilés,laits
19060,Lait demi-écrémé (ou à teneur en matière grasse légèrement inférieure) à teneur réduite en lactose,produits laitiers et assimilés,laits
19200,"Lait de chèvre, entier, UHT",produits laitiers et assimilés,laits
19201,"Lait de chèvre, demi-écrémé, UHT",produits laitiers et assimilés,laits
19202,"Lait de chèvre, entier, cru",produits laitiers et assimilés,laits
19225,"Lait de jument, entier",produits laitiers et assimilés,laits
19250,"Lait de brebis, entier",produits laitiers et assimilés,laits
19021,"Lait en poudre, entier",produits laitiers et assimilés,laits
19026,"Lait concentré non sucré, entier",produits laitiers et assimilés,laits
19027,"Lait concentré sucré, entier",produits laitiers et assimilés,laits
19044,"Lait en poudre, demi-écrémé",produits laitiers et assimilés,laits
19054,"Lait en poudre, écrémé",produits laitiers et assimilés,laits
19500,"Boisson lactée, lait fermenté ou yaourt à boire, aromatisé, avec édulcorants, allégé en sucres, 0% MG, au L Casei",produits laitiers et assimilés,produits laitiers frais et assimilés
19508,"Boisson lactée, lait fermenté ou yaourt à boire, aromatisé, sucré",produits laitiers et assimilés,produits laitiers frais et assimilés
19516,"Boisson lactée, lait fermenté ou yaourt à boire, aromatisé, sucré, au L Casei",produits laitiers et assimilés,produits laitiers frais et assimilés
19534,"Boisson lactée, lait fermenté ou yaourt à boire, aromatisé, sucré, enrichi en vitamine D",produits laitiers et assimilés,produits laitiers frais et assimilés
19535,"Boisson lactée, lait fermenté ou yaourt à boire, aux fruits, sucré",produits laitiers et assimilés,produits laitiers frais et assimilés
19536,"Boisson lactée, lait fermenté ou yaourt à boire, aux fruits, sucré, enrichie en vitamine D",produits laitiers et assimilés,produits laitiers frais et assimilés
19538,"Boisson lactée, lait fermenté ou yaourt à boire, nature, sucré, au L Casei",produits laitiers et assimilés,produits laitiers frais et assimilés
19539,"Lait fermenté ou spécialité laitière type yaourt, aromatisé, sucré, au bifidus",produits laitiers et assimilés,produits laitiers frais et assimilés
19541,"Lait fermenté ou spécialité laitière type yaourt, aux fruits, avec édulcorants, 0% MG, au bifidus",produits laitiers et assimilés,produits laitiers frais et assimilés
19542,"Lait fermenté ou spécialité laitière type yaourt, aux fruits, sucré, au bifidus",produits laitiers et assimilés,produits laitiers frais et assimilés
19543,"Lait fermenté ou spécialité laitière type yaourt, aux fruits, 0% MG, avec édulcorants, aux esters de stérol",produits laitiers et assimilés,produits laitiers frais et assimilés
12010,Coulommiers,produits laitiers et assimilés,fromages et assimilés
19544,"Lait fermenté ou spécialité laitière type yaourt, nature, 0% MG, au bifidus",produits laitiers et assimilés,produits laitiers frais et assimilés
19546,"Lait fermenté ou spécialité laitière type yaourt, nature, au bifidus",produits laitiers et assimilés,produits laitiers frais et assimilés
19548,"Lait fermenté ou spécialité laitière type yaourt, sur lit de fruits, sucré, au bifidus",produits laitiers et assimilés,produits laitiers frais et assimilés
19550,"Yaourt à la grecque, au lait de brebis",produits laitiers et assimilés,produits laitiers frais et assimilés
19552,"Yaourt à la grecque, sur lit de fruits",produits laitiers et assimilés,produits laitiers frais et assimilés
19553,"Yaourt au lait de brebis, aromatisé, sucré",produits laitiers et assimilés,produits laitiers frais et assimilés
19554,"Yaourt au lait de brebis, nature, 3% MG environ",produits laitiers et assimilés,produits laitiers frais et assimilés
19556,"Yaourt au lait de chèvre, nature, 5% MG environ",produits laitiers et assimilés,produits laitiers frais et assimilés
19557,"Yaourt, lait fermenté ou spécialité laitière sur lit de fruits, sucré",produits laitiers et assimilés,produits laitiers frais et assimilés
19558,"Yaourt, lait fermenté ou spécialité laitière, aux céréales, 0% MG",produits laitiers et assimilés,produits laitiers frais et assimilés
19559,"Yaourt, lait fermenté ou spécialité laitière, aromatisé, avec édulcorants, 0% MG",produits laitiers et assimilés,produits laitiers frais et assimilés
19575,"Yaourt, lait fermenté ou spécialité laitière, aromatisé, sucré",produits laitiers et assimilés,produits laitiers frais et assimilés
19577,"Yaourt, lait fermenté ou spécialité laitière, aromatisé, sucré, à la crème",produits laitiers et assimilés,produits laitiers frais et assimilés
19578,"Yaourt, lait fermenté ou spécialité laitière, aromatisé, sucré, enrichi en vitamine D",produits laitiers et assimilés,produits laitiers frais et assimilés
19579,"Yaourt, lait fermenté ou spécialité laitière, aux céréales",produits laitiers et assimilés,produits laitiers frais et assimilés
19580,"Yaourt, lait fermenté ou spécialité laitière, aux copeaux de chocolat, à la crème, sucré",produits laitiers et assimilés,produits laitiers frais et assimilés
19581,"Yaourt, lait fermenté ou spécialité laitière, aux fruits, avec édulcorants, 0% MG",produits laitiers et assimilés,produits laitiers frais et assimilés
19582,"Yaourt, lait fermenté ou spécialité laitière, aux fruits, avec édulcorants, 0% MG, enrichi en vitamine D",produits laitiers et assimilés,produits laitiers frais et assimilés
19587,"Yaourt, lait fermenté ou spécialité laitière, aux fruits, sucré",produits laitiers et assimilés,produits laitiers frais et assimilés
19589,"Yaourt, lait fermenté ou spécialité laitière, aux fruits, sucré, à la crème",produits laitiers et assimilés,produits laitiers frais et assimilés
19592,"Yaourt, lait fermenté ou spécialité laitière, aux fruits, sucré, enrichi en vitamine D",produits laitiers et assimilés,produits laitiers frais et assimilés
19593,"Yaourt, lait fermenté ou spécialité laitière, nature",produits laitiers et assimilés,produits laitiers frais et assimilés
19594,"Yaourt, lait fermenté ou spécialité laitière, nature, 0% MG",produits laitiers et assimilés,produits laitiers frais et assimilés
19596,"Yaourt, lait fermenté ou spécialité laitière, nature, 0% MG, enrichi en vitamine D",produits laitiers et assimilés,produits laitiers frais et assimilés
19597,"Yaourt, lait fermenté ou spécialité laitière, nature, 0% MG, sucré, enrichi en vitamine D",produits laitiers et assimilés,produits laitiers frais et assimilés
19598,"Yaourt, lait fermenté ou spécialité laitière, nature, à la crème",produits laitiers et assimilés,produits laitiers frais et assimilés
19599,"Yaourt, lait fermenté ou spécialité laitière, nature, sucré",produits laitiers et assimilés,produits laitiers frais et assimilés
19600,Yaourt ou spécialité laitière nature (aliment moyen),produits laitiers et assimilés,produits laitiers frais et assimilés
19624,Yaourt ou spécialité laitière nature ou aux fruits (aliment moyen),produits laitiers et assimilés,produits laitiers frais et assimilés
19628,Yaourt ou spécialité laitière aux fruits (aliment moyen),produits laitiers et assimilés,produits laitiers frais et assimilés
19669,"Spécialité laitière type encas, riche en protéines, sur lit de fruits, sucrée",produits laitiers et assimilés,produits laitiers frais et assimilés
19671,"Yaourt, lait fermenté ou spécialité laitière, aromatisé ou aux fruits, 0% MG (aliment moyen)",produits laitiers et assimilés,produits laitiers frais et assimilés
19672,"Yaourt, lait fermenté ou spécialité laitière, aromatisé ou aux fruits, non allégé en MG (aliment moyen)",produits laitiers et assimilés,produits laitiers frais et assimilés
19675,"Yaourt, lait fermenté ou spécialité laitière, aromatisé ou aux fruits, avec édulcorants (aliment moyen)",produits laitiers et assimilés,produits laitiers frais et assimilés
19676,"Yaourt, lait fermenté ou spécialité laitière, aromatisé ou aux fruits, sucré (aliment moyen)",produits laitiers et assimilés,produits laitiers frais et assimilés
19677,"Yaourt, lait fermenté ou spécialité laitière, aromatisé ou aux fruits, sucré, non allégé en MG (aliment moyen)",produits laitiers et assimilés,produits laitiers frais et assimilés
19682,"Yaourt, lait fermenté ou spécialité laitière, aromatisé ou aux fruits (aliment moyen)",produits laitiers et assimilés,produits laitiers frais et assimilés
19801,"Lait fermenté à boire, nature, maigre",produits laitiers et assimilés,produits laitiers frais et assimilés
19805,"Lait fermenté à boire, nature, au lait entier",produits laitiers et assimilés,produits laitiers frais et assimilés
19860,"Yaourt à la grecque, nature",produits laitiers et assimilés,produits laitiers frais et assimilés
12999,Fromage (aliment moyen),produits laitiers et assimilés,fromages et assimilés
12001,"Camembert, sans précision",produits laitiers et assimilés,fromages et assimilés
12003,Fromage à pâte molle et croûte fleurie (type camembert),produits laitiers et assimilés,fromages et assimilés
12006,Camembert au lait cru,produits laitiers et assimilés,fromages et assimilés
12008,Fromage à pâte molle et croûte fleurie double crème environ 30% MG,produits laitiers et assimilés,fromages et assimilés
12009,Fromage rond à pâte molle et croûte fleurie 5 à 11% MG type camembert allégé en matière grasse,produits laitiers et assimilés,fromages et assimilés
12012,Fromage rond à pâte molle et croûte fleurie environ 11% MG type coulommiers allégé en matière grasse,produits laitiers et assimilés,fromages et assimilés
12013,Fromage rond à pâte molle et croûte fleurie environ 5% MG type camembert allégé en matière grasse,produits laitiers et assimilés,fromages et assimilés
12020,"Brie, sans précision",produits laitiers et assimilés,fromages et assimilés
12021,Brie de Meaux,produits laitiers et assimilés,fromages et assimilés
12022,Brie de Melun,produits laitiers et assimilés,fromages et assimilés
12025,Carré de l'Est,produits laitiers et assimilés,fromages et assimilés
12028,Chaource,produits laitiers et assimilés,fromages et assimilés
12029,Maroilles laitier,produits laitiers et assimilés,fromages et assimilés
12030,Maroilles fermier,produits laitiers et assimilés,fromages et assimilés
12031,Neufchâtel,produits laitiers et assimilés,fromages et assimilés
12033,Fromage à pâte molle triple crème environ 40% MG,produits laitiers et assimilés,fromages et assimilés
12034,Fromage à pâte molle et croûte lavée (aliment moyen),produits laitiers et assimilés,fromages et assimilés
12035,"Fromage à pâte molle et croûte lavée, allégé environ 13% MG",produits laitiers et assimilés,fromages et assimilés
12036,"Maroilles, sans précision",produits laitiers et assimilés,fromages et assimilés
12037,Livarot,produits laitiers et assimilés,fromages et assimilés
12038,Époisses,produits laitiers et assimilés,fromages et assimilés
12039,Munster,produits laitiers et assimilés,fromages et assimilés
12040,Langres,produits laitiers et assimilés,fromages et assimilés
12042,Pont l'Évêque,produits laitiers et assimilés,fromages et assimilés
12045,Reblochon,produits laitiers et assimilés,fromages et assimilés
12047,"Fromage à pâte molle à croûte lavée, au lait pasteurisé (type Vieux Pané)",produits laitiers et assimilés,fromages et assimilés
12049,Saint-Marcellin,produits laitiers et assimilés,fromages et assimilés
12050,Fromage à pâte molle et croûte mixte (lavée et fleurie) colorée,produits laitiers et assimilés,fromages et assimilés
12051,Mont d'or ou Vacherin du Haut-Doubs (produit en France) ou Vacherin-Mont d'Or (produit en Suisse),produits laitiers et assimilés,fromages et assimilés
12052,Saint-Félicien,produits laitiers et assimilés,fromages et assimilés
12064,Boulette d'Avesne,produits laitiers et assimilés,fromages et assimilés
12801,"Fromage de chèvre lactique affiné, au lait cru (type Crottin de Chavignol, Picodon, Rocamadour, Sainte-Maure de Touraine)",produits laitiers et assimilés,fromages et assimilés
12802,"Fromage de chèvre lactique affiné, au lait pasteurisé (type bûchette ou crottin)",produits laitiers et assimilés,fromages et assimilés
12803,"Fromage de chèvre lactique affiné (type bûchette, crottin, Sainte-Maure)",produits laitiers et assimilés,fromages et assimilés
12807,Sainte-Maure de Touraine (fromage de chèvre),produits laitiers et assimilés,fromages et assimilés
12810,Fromage de chèvre demi-sec,produits laitiers et assimilés,fromages et assimilés
12812,Fromage de chèvre bûche,produits laitiers et assimilés,fromages et assimilés
12813,"Fromage de chèvre bûche, allégé en matière grasse",produits laitiers et assimilés,fromages et assimilés
12814,"Fromage de chèvre à pâte molle non pressée non cuite croûte naturelle, au lait pasteurisé",produits laitiers et assimilés,fromages et assimilés
12815,Fromage de chèvre sec,produits laitiers et assimilés,fromages et assimilés
12820,Fromage de chèvre à pâte molle et croûte fleurie type camembert,produits laitiers et assimilés,fromages et assimilés
12824,Fromage de brebis à pâte molle et croûte fleurie,produits laitiers et assimilés,fromages et assimilés
12830,Chabichou (fromage de chèvre),produits laitiers et assimilés,fromages et assimilés
12831,Pélardon (fromage de chèvre),produits laitiers et assimilés,fromages et assimilés
12832,"Crottin de chèvre, au lait cru",produits laitiers et assimilés,fromages et assimilés
12833,"Crottin de chèvre, sans précision",produits laitiers et assimilés,fromages et assimilés
12834,Crottin de Chavignol (fromage de chèvre),produits laitiers et assimilés,fromages et assimilés
12836,Picodon (fromage de chèvre),produits laitiers et assimilés,fromages et assimilés
12839,Pouligny Saint-Pierre (fromage de chèvre),produits laitiers et assimilés,fromages et assimilés
12842,Sainte-Maure (fromage de chèvre),produits laitiers et assimilés,fromages et assimilés
12845,Selles-sur-Cher (fromage de chèvre),produits laitiers et assimilés,fromages et assimilés
12846,Chevrot (fromage de chèvre),produits laitiers et assimilés,fromages et assimilés
12847,Rocamadour (fromage de chèvre),produits laitiers et assimilés,fromages et assimilés
12848,Valençay (fromage de chèvre),produits laitiers et assimilés,fromages et assimilés
12500,Roquefort,produits laitiers et assimilés,fromages et assimilés
12519,Fourme de Montbrison,produits laitiers et assimilés,fromages et assimilés
12520,Fromage bleu au lait de vache,produits laitiers et assimilés,fromages et assimilés
12521,Fromage bleu d'Auvergne,produits laitiers et assimilés,fromages et assimilés
12522,Fourme d'Ambert,produits laitiers et assimilés,fromages et assimilés
12523,Fromage bleu des Causses,produits laitiers et assimilés,fromages et assimilés
12524,Gorgonzola,produits laitiers et assimilés,fromages et assimilés
12526,Bleu de Gex ou Fromage bleu du Haut-jura ou Bleu de septmoncel (AOC),produits laitiers et assimilés,fromages et assimilés
12527,Fromage bleu de Bresse,produits laitiers et assimilés,fromages et assimilés
12528,Fromage bleu de Bresse allegé environ 15% MG,produits laitiers et assimilés,fromages et assimilés
12100,Fromage à pâte pressée cuite (aliment moyen),produits laitiers et assimilés,fromages et assimilés
12105,Beaufort,produits laitiers et assimilés,fromages et assimilés
12110,Comté,produits laitiers et assimilés,fromages et assimilés
12112,Abondance,produits laitiers et assimilés,fromages et assimilés
12113,Gruyère IGP France,produits laitiers et assimilés,fromages et assimilés
12114,Gruyère,produits laitiers et assimilés,fromages et assimilés
12115,Emmental ou emmenthal,produits laitiers et assimilés,fromages et assimilés
12116,"Fromage à pate pressée cuite type emmental ou emmenthal, allégé en matière grasse",produits laitiers et assimilés,fromages et assimilés
12118,Emmental ou emmenthal râpé,produits laitiers et assimilés,fromages et assimilés
12119,Ossau-Iraty,produits laitiers et assimilés,fromages et assimilés
12120,Parmesan,produits laitiers et assimilés,fromages et assimilés
12121,Fontina,produits laitiers et assimilés,fromages et assimilés
12122,Pecorino,produits laitiers et assimilés,fromages et assimilés
12123,Grana Padano,produits laitiers et assimilés,fromages et assimilés
12705,Fromage à pâte ferme environ 14% MG type Masdaam à teneur réduite en MG,produits laitiers et assimilés,fromages et assimilés
12716,Provolone,produits laitiers et assimilés,fromages et assimilés
12720,"Fromage à pâte ferme, enrobé de cire",produits laitiers et assimilés,fromages et assimilés
12722,Cantal entre-deux,produits laitiers et assimilés,fromages et assimilés
12723,"Cantal, Salers ou Laguiole",produits laitiers et assimilés,fromages et assimilés
12725,Salers,produits laitiers et assimilés,fromages et assimilés
12726,Cheddar,produits laitiers et assimilés,fromages et assimilés
12729,Edam,produits laitiers et assimilés,fromages et assimilés
12735,Mimolette jeune,produits laitiers et assimilés,fromages et assimilés
12736,Gouda,produits laitiers et assimilés,fromages et assimilés
12737,Mimolette demi-vieille,produits laitiers et assimilés,fromages et assimilés
12738,Mimolette vieille,produits laitiers et assimilés,fromages et assimilés
12740,"Mimolette, sans précision",produits laitiers et assimilés,fromages et assimilés
12741,Fromage à pâte ferme environ 27% MG type Maasdam,produits laitiers et assimilés,fromages et assimilés
12742,Mimolette extra-vieille,produits laitiers et assimilés,fromages et assimilés
12743,Morbier,produits laitiers et assimilés,fromages et assimilés
12747,Fromage de brebis des Pyrénées,produits laitiers et assimilés,fromages et assimilés
12748,"Saint-Nectaire, laitier",produits laitiers et assimilés,fromages et assimilés
12749,Raclette (fromage),produits laitiers et assimilés,fromages et assimilés
12751,"Saint-Nectaire, fermier",produits laitiers et assimilés,fromages et assimilés
12752,"Saint-Nectaire, sans précision",produits laitiers et assimilés,fromages et assimilés
12755,Saint-Paulin (fromage à pâte pressée non cuite demi-ferme),produits laitiers et assimilés,fromages et assimilés
12758,Tomme ou tome de vache,produits laitiers et assimilés,fromages et assimilés
12759,Tomme ou tome de montagne ou de Savoie,produits laitiers et assimilés,fromages et assimilés
12760,"Tomme ou tome, allégée en matière grasse, environ 13% MG",produits laitiers et assimilés,fromages et assimilés
12761,Asiago,produits laitiers et assimilés,fromages et assimilés
12762,Fromage de brebis Corse à pâte molle,produits laitiers et assimilés,fromages et assimilés
12763,Tome des Bauges,produits laitiers et assimilés,fromages et assimilés
12827,Fromage de brebis à pâte pressée,produits laitiers et assimilés,fromages et assimilés
12828,Fromage de lactosérum de brebis,produits laitiers et assimilés,fromages et assimilés
12300,Fromage fondu en tranchettes,produits laitiers et assimilés,fromages et assimilés
12305,Fromage fondu en portions ou en cubes environ 8% MG,produits laitiers et assimilés,fromages et assimilés
12310,Fromage fondu en portions ou en cubes environ 20% MG,produits laitiers et assimilés,fromages et assimilés
12320,"Fromage fondu double crème, environ 31% MG",produits laitiers et assimilés,fromages et assimilés
12325,Cancoillotte (spécialité fromagère fondue),produits laitiers et assimilés,fromages et assimilés
12355,Spécialité fromagère fondante au fromage blanc et aux noix,produits laitiers et assimilés,fromages et assimilés
12356,Snack pour enfants à base de fromage fondu et de gressins,produits laitiers et assimilés,fromages et assimilés
12060,"Fromage type feta, au lait de vache",produits laitiers et assimilés,fromages et assimilés
12061,Fromage 100% brebis (Feta AOP ou type Feta),produits laitiers et assimilés,fromages et assimilés
12063,"Fromage type feta, au lait de vache, à l'huile et aux aromates",produits laitiers et assimilés,fromages et assimilés
12066,Feta AOP,produits laitiers et assimilés,fromages et assimilés
12315,"Spécialité fromagère non affinée environ 25% MG, type fromage en barquette à tartiner ou coque fromagère",produits laitiers et assimilés,fromages et assimilés
12340,"Spécialité fromagère non affinée environ 20% MG, type fromage en barquette à tartiner ou coque fromagère",produits laitiers et assimilés,fromages et assimilés
12800,"Fromage de chèvre frais, au lait pasteurisé (type bûchette fraîche)",produits laitiers et assimilés,fromages et assimilés
12804,"Fromage de chèvre frais, au lait cru (type palet ou crottin frais)",produits laitiers et assimilés,fromages et assimilés
12805,"Fromage de chèvre frais, au lait pasteurisé ou cru (type crottin frais ou bûchette fraîche)",produits laitiers et assimilés,fromages et assimilés
12819,"Fromage de chèvre à tartiner, nature",produits laitiers et assimilés,fromages et assimilés
19530,Spécialité fromagère non affinée à tartiner environ 30-40 % MG aromatisée (ex: ail et fines herbes),produits laitiers et assimilés,fromages et assimilés
19584,Mascarpone,produits laitiers et assimilés,fromages et assimilés
19585,Ricotta,produits laitiers et assimilés,fromages et assimilés
19590,Mozzarella au lait de vache,produits laitiers et assimilés,fromages et assimilés
19591,"Mozzarella au lait de bufflonne ou buflesse (""di bufala"")",produits laitiers et assimilés,fromages et assimilés
1027,"Spécialité végétale type fromage à tartiner, au soja, préemballée",produits laitiers et assimilés,fromages et assimilés
1028,"Spécialité végétale type fromage, à la noix de cajou, préemballée",produits laitiers et assimilés,fromages et assimilés
1029,"Spécialité végétale type fromage en tranche ou râpé, sans soja, préemballée",produits laitiers et assimilés,fromages et assimilés
19402,"Crème de lait ou spécialité à base de crème légère, teneur en matière grasse inconnue (aliment moyen)",produits laitiers et assimilés,crèmes et spécialités à base de crème
19410,"Crème de lait, 30% MG, épaisse, rayon frais",produits laitiers et assimilés,crèmes et spécialités à base de crème
19411,"Crème d'Isigny AOP, >= 35% MG",produits laitiers et assimilés,crèmes et spécialités à base de crème
19415,"Crème de lait, 30% MG, semi-épaisse, UHT",produits laitiers et assimilés,crèmes et spécialités à base de crème
19420,"Crème chantilly, sous pression, UHT",produits laitiers et assimilés,crèmes et spécialités à base de crème
19430,"Crème de lait, 15 à 20% MG, légère, semi-épaisse, UHT",produits laitiers et assimilés,crèmes et spécialités à base de crème
19431,"Crème de lait, 15 à 20% MG, légère, épaisse, rayon frais",produits laitiers et assimilés,crèmes et spécialités à base de crème
19433,"Spécialité à base de crème légère 8% MG, fluide ou épaisse",produits laitiers et assimilés,crèmes et spécialités à base de crème
19436,"Crème de lait, 15 à 20% MG, légère, fluide, rayon frais",produits laitiers et assimilés,crèmes et spécialités à base de crème
18008,"Eau de source, embouteillée (aliment moyen)",eaux et autres boissons,eaux
18009,"Eau minérale, embouteillée, faiblement minéralisée (aliment moyen)",eaux et autres boissons,eaux
18044,Eau minérale (aliment moyen),eaux et autres boissons,eaux
18045,"Eau minérale, plate (aliment moyen)",eaux et autres boissons,eaux
18046,"Eau minérale, gazeuse (aliment moyen)",eaux et autres boissons,eaux
18066,Eau du robinet,eaux et autres boissons,eaux
18430,Eau embouteillée de source,eaux et autres boissons,eaux
76000,"Eau minérale Abatilles, embouteillée, non gazeuse, faiblement minéralisée (Arcachon, 33)",eaux et autres boissons,eaux
76001,"Eau minérale Aix-les-Bains, embouteillée, non gazeuse, faiblement minéralisée (Aix-les-Bains, 73)",eaux et autres boissons,eaux
76002,"Eau minérale Aizac, embouteillée, gazeuse, faiblement minéralisée (Aizac, 07)",eaux et autres boissons,eaux
13000,"Abricot, dénoyauté, cru","fruits, légumes, légumineuses et oléagineux",fruits
13002,"Ananas, pulpe, cru","fruits, légumes, légumineuses et oléagineux",fruits
13005,"Banane, pulpe, crue","fruits, légumes, légumineuses et oléagineux",fruits
13007,"Cassis, cru","fruits, légumes, légumineuses et oléagineux",fruits
13008,"Cerise, dénoyautée, crue","fruits, légumes, légumineuses et oléagineux",fruits
13009,"Citron, pulpe, cru","fruits, légumes, légumineuses et oléagineux",fruits
13010,"Coing, cru","fruits, légumes, légumineuses et oléagineux",fruits
13012,"Figue, crue","fruits, légumes, légumineuses et oléagineux",fruits
13014,"Fraise, crue","fruits, légumes, légumineuses et oléagineux",fruits
13015,"Framboise, crue","fruits, légumes, légumineuses et oléagineux",fruits
13016,"Fruit de la passion ou maracudja, pulpe et pépins, cru","fruits, légumes, légumineuses et oléagineux",fruits
13018,"Grenade, pulpe et pépins, crue","fruits, légumes, légumineuses et oléagineux",fruits
13019,"Groseille, crue","fruits, légumes, légumineuses et oléagineux",fruits
13020,"Groseille à maquereau, crue","fruits, légumes, légumineuses et oléagineux",fruits
13021,"Kiwi, pulpe et graines, cru","fruits, légumes, légumineuses et oléagineux",fruits
13023,"Litchi, pulpe, cru","fruits, légumes, légumineuses et oléagineux",fruits
13024,"Clémentine ou Mandarine, pulpe, crue","fruits, légumes, légumineuses et oléagineux",fruits
13025,"Mangue, pulpe, crue","fruits, légumes, légumineuses et oléagineux",fruits
13026,"Melon cantaloup (par ex.: Charentais, de Cavaillon) pulpe, cru","fruits, légumes, légumineuses et oléagineux",fruits
13027,"Mirabelle, crue","fruits, légumes, légumineuses et oléagineux",fruits
13028,"Myrtille, crue","fruits, légumes, légumineuses et oléagineux",fruits
13029,"Mûre (de ronce), crue","fruits, légumes, légumineuses et oléagineux",fruits
13030,"Nectarine ou brugnon, pulpe et peau, crue","fruits, légumes, légumineuses et oléagineux",fruits
13034,"Orange, pulpe, crue","fruits, légumes, légumineuses et oléagineux",fruits
13035,"Papaye, pulpe, crue","fruits, légumes, légumineuses et oléagineux",fruits
13036,"Pastèque, pulpe, crue","fruits, légumes, légumineuses et oléagineux",fruits
13037,"Poire, pulpe et peau, crue","fruits, légumes, légumineuses et oléagineux",fruits
13039,"Pomme, pulpe et peau, crue","fruits, légumes, légumineuses et oléagineux",fruits
13040,"Pomelo (dit Pamplemousse), pulpe, cru","fruits, légumes, légumineuses et oléagineux",fruits
13041,"Prune Reine-Claude, crue","fruits, légumes, légumineuses et oléagineux",fruits
13043,"Pêche, pulpe et peau, crue","fruits, légumes, légumineuses et oléagineux",fruits
13044,"Raisin blanc, à gros grain (type Italia ou Dattier), cru","fruits, légumes, légumineuses et oléagineux",fruits
13045,"Raisin noir, cru","fruits, légumes, légumineuses et oléagineux",fruits
13047,"Rhubarbe, tige, crue","fruits, légumes, légumineuses et oléagineux",fruits
13050,"Pomme, pulpe, crue","fruits, légumes, légumineuses et oléagineux",fruits
13054,"Carambole, pulpe, crue","fruits, légumes, légumineuses et oléagineux",fruits
13056,"Anone ou chérimole, pulpe, crue","fruits, légumes, légumineuses et oléagineux",fruits
13061,"Feijoa, pulpe, crue","fruits, légumes, légumineuses et oléagineux",fruits
13063,"Figue de Barbarie, pulpe et graines, crue","fruits, légumes, légumineuses et oléagineux",fruits
13066,"Kaki, pulpe, cru","fruits, légumes, légumineuses et oléagineux",fruits
13067,"Citron vert ou Lime, pulpe, cru","fruits, légumes, légumineuses et oléagineux",fruits
13071,"Mûre noire (du mûrier), crue","fruits, légumes, légumineuses et oléagineux",fruits
13077,"Ramboutan, pulpe, crue","fruits, légumes, légumineuses et oléagineux",fruits
13080,"Tamarin, fruit mûr, pulpe, cru","fruits, légumes, légumineuses et oléagineux",fruits
13083,"Goyave, pulpe, crue","fruits, légumes, légumineuses et oléagineux",fruits
13085,"Pomme Canada, pulpe, crue","fruits, légumes, légumineuses et oléagineux",fruits
13086,"Pomme Golden, pulpe, crue","fruits, légumes, légumineuses et oléagineux",fruits
13100,"Prune, crue","fruits, légumes, légumineuses et oléagineux",fruits
13101,"Raisin Chasselas, cru","fruits, légumes, légumineuses et oléagineux",fruits
13107,"Poire, pulpe, crue","fruits, légumes, légumineuses et oléagineux",fruits
13110,"Griotte, crue","fruits, légumes, légumineuses et oléagineux",fruits
13112,"Raisin, cru","fruits, légumes, légumineuses et oléagineux",fruits
13113,"Canneberge ou cranberry, crue","fruits, légumes, légumineuses et oléagineux",fruits
13121,"Pomme Granny Smith, pulpe, crue","fruits, légumes, légumineuses et oléagineux",fruits
13122,"Pomme Granny Smith, pulpe et peau, crue","fruits, légumes, légumineuses et oléagineux",fruits
13125,"Citron, zeste, cru","fruits, légumes, légumineuses et oléagineux",fruits
13126,"Sureau, baie, crue","fruits, légumes, légumineuses et oléagineux",fruits
13132,"Myrtille, surgelée, crue","fruits, légumes, légumineuses et oléagineux",fruits
13134,"Salade de fruits, crue","fruits, légumes, légumineuses et oléagineux",fruits
13136,"Framboise, surgelée, crue","fruits, légumes, légumineuses et oléagineux",fruits
13148,"Nectarine ou brugnon, jaune, pulpe et peau, crue","fruits, légumes, légumineuses et oléagineux",fruits
13149,"Nectarine ou brugnon, blanche, pulpe et peau, crue","fruits, légumes, légumineuses et oléagineux",fruits
13150,"Mûre (de ronce), surgelée, crue","fruits, légumes, légumineuses et oléagineux",fruits
13179,"Pomelo (dit Pamplemousse) jaune, pulpe, cru","fruits, légumes, légumineuses et oléagineux",fruits
13180,"Pomelo (dit Pamplemousse) rose, pulpe, cru","fruits, légumes, légumineuses et oléagineux",fruits
13188,"Poire Conférence, pulpe, crue","fruits, légumes, légumineuses et oléagineux",fruits
13189,"Poire Williams, pulpe, crue","fruits, légumes, légumineuses et oléagineux",fruits
13190,"Pomme Chantecler, pulpe, crue","fruits, légumes, légumineuses et oléagineux",fruits
