id,source_id,calories_kcal,proteines_g,glucides_g,lipides_g,fibres_g,sucres_g,ag_satures_g,ag_monoinsatures_g,ag_polyinsatures_g,cholesterol_mg,calcium_mg,fer_mg,magnesium_mg,phosphore_mg,potassium_mg,sodium_mg,zinc_mg,cuivre_mg,selenium_ug,iode_ug,vitamine_a_ug,beta_carotene_ug,vitamine_d_ug,vitamine_e_mg,vitamine_k_ug,vitamine_c_mg,vitamine_b1_mg,vitamine_b2_mg,vitamine_b3_mg,vitamine_b5_mg,vitamine_b6_mg,vitamine_b9_ug,vitamine_b12_ug
5648,31087,993.00,,98.00,0.20,0.5,0.3,0,,,,,,,,,169,,,,,,,,,,,,,,,,,
5649,31089,,0.50,78.10,0.50,0,70.2,0.25,0.01,0.01,,,,,,,3.99,,,,,,,,,,,,,,,,,
5650,31000,2180.00,6.14,60.50,28.10,1.93,46.9,16,8.05,1.46,,263,1.76,45,234,356,155,0.63,0.18,,5.84,188,,0.058,3.74,,0.62,0.089,0.2,0.97,0.46,0.09,2.31,0.32
5651,31001,2080.00,3.70,66.40,24.10,0.6,60.5,13.5,7.77,1.36,,99.8,3.59,50.9,155,42,200,0.56,0.15,,15.6,200,,0.046,11.2,,0.54,0.049,0.22,0.14,0.31,0.037,0.47,0.33
5652,31002,1990.00,3.88,60.20,23.80,3,53,18.3,3.89,0.53,,78.8,1.8,46.8,103,331,200,0.8,0.3,,11,8,11,0.5,0.18,,0.5,0.042,0.18,0.47,0.27,0.21,25,0.17
5653,31004,2240.00,7.50,55.60,30.80,2.9,53.1,18.7,9.52,1.03,,220,3.6,59,230,510,78,1.1,0.29,,33.7,40.1,32.8,1.5,0.45,5.87,1.58,0.071,0.26,0.18,1.26,0.066,18.7,0.54
5654,31005,,6.63,42.90,33.80,12,38.3,22.5,9.37,0.94,,53.7,3.7,120,218,490,7.73,2,1,,20,21,21.3,0.25,0.72,0.8,0.15,0.15,0.065,0.5,0.22,0.14,22.3,0
5655,31009,,7.15,60.60,26.60,2.59,50.8,16.7,7.85,0.77,,166,2.65,48,207,370,205,2.29,0.49,,23,65,0,0,0.5,5.7,0.6,0.13,0.32,0.67,0.47,0.055,11,0.8
5656,31010,,6.16,57.10,34.20,1,56,21.3,10.2,1.06,,281,0.2,26.5,230,350,88,0.9,,,0.8,6.5,75,,1.14,,0,0.08,0.49,0.2,0.59,0.07,10,
5657,31012,2300.00,8.75,50.90,34.20,1.7,43.3,16.6,13.8,2.16,,116,0.63,187,183,147,90,5.26,,,9.33,166,,0.045,5.75,,1.52,0.08,0.28,0.32,0.71,0.077,6.8,0.68
5658,31018,,8.43,48.70,35.90,3.52,43.6,17,15.6,1.76,,187,1.4,61,206,617,101,0.98,0.44,,17,37,22,0.5,0.25,0,0.1,0.13,0.39,0.57,0.8,0.4,42,0.32
5659,31020,2020.00,5.75,54.20,34.60,2,11.3,21.2,,,,130,,,150,,135,,,,,,,,,,,,,,,,,
5660,31026,,7.64,48.00,39.10,2.43,45.1,21.8,14.7,1.76,,230,,,,,115,,,,,,,,,,,,,,,,,
5661,31030,2170.00,8.48,34.10,42.30,10.2,2,26.6,12.9,2.17,,45.6,22.8,152,225,793,1.7,2.51,1.7,,50,0,32,0,0.74,,0,0.18,0.29,0.87,0.26,0.37,35,0.27
5662,31032,,5.02,57.90,32.40,3.23,56.2,9.18,17.6,3.43,,99.5,3.85,97.1,183,503,49.5,1,0.55,,17,0,0,0,6.6,,1,0.1,0.2,1.6,,0.06,73,0
5663,31041,2110.00,5.49,65.00,24.30,1.98,57.4,15,7.79,1.1,,231,12.5,40.5,292,112,113,0.97,0.8,,7.87,194,,0.46,5.69,,0.95,0.057,0.28,0.17,0.5,0.08,6.5,0.68
5664,31042,2090.00,9.50,55.90,25.00,5.9,50.5,9.87,12.7,1.24,,100,2.9,95,230,500,47,1.4,0.52,,20,,10.6,0.75,2.32,2.07,,0.34,0.17,2.29,0.78,0.034,80.4,
5665,31063,,9.10,51.50,34.70,2.1,46.2,13.6,,,,275,,52,262,,130,,,,,,,,,,,,,,,,,
5666,31066,,6.53,51.40,35.30,3.88,49.2,15.5,16,2.29,,120,3.4,82,200,430,56.5,1.2,0.58,,20,21,10.4,0.25,7.05,2.66,0.5,0.099,0.22,0.23,0.43,0.092,22.9,0.5
5667,31069,,6.80,45.30,34.40,10.3,35.7,22.5,8.87,1.52,,76,4,102,,,31.3,,,,,,,,,,0.5,,,,,,,
5668,31070,2360.00,8.69,40.70,39.00,8.4,38.2,17.5,15.8,2.07,,64,8.7,140,230,510,12,2,1.1,,,0,18.7,1.09,4.97,4.93,0.5,0.087,0.052,0.41,0.57,0.05,41.7,0
5669,31071,2060.00,7.23,57.60,26.00,1.53,45.1,9.53,9.88,1.94,,122,1.3,13.6,198,47.3,151,0.64,0.4,,4.96,1,,0.03,4.34,,0,0.036,0.19,0.084,0.47,0.035,0.11,0.3
5670,31072,,2.90,70.50,16.00,4,69,11,2.11,2.14,,14,3,48,70,150,,0.7,0.4,,20,21,17.8,,0.33,0.8,0.5,0.042,0.03,1.46,0.16,0.032,13.9,0.14
5671,31073,,6.81,41.00,28.50,1.6,32.8,17,8.95,1.2,,323,,45,270,,68,,,,,,,,,,,,,,,,,
5672,31074,2450.00,10.40,26.90,46.30,12.8,17.9,28.7,14,1.46,,62,11,200,280,750,8,3,1.6,,20,21,5,2.16,0.67,7.39,0.5,0.13,0.11,0.49,0.44,0.01,52,0.35
5673,31079,,4.80,45.50,45.00,2.3,44.5,32.5,,,,,,,,,100,,,,,,,,,,,,,,,,,
5674,31080,,6.38,52.40,34.80,5.07,48.8,16.9,14.3,2.06,,70,6.1,110,180,400,13.7,1.7,0.84,,20,21,26.8,0.5,4.21,2.25,0.5,0.11,0.08,0.76,0.85,0.05,32.2,0.32
5675,31084,,7.29,52.90,34.90,2.51,49.9,16.4,11.6,2.01,,150,3.2,70,210,420,81.3,1.2,0.42,,20,37.7,31.2,0.5,3.18,3.03,0.5,0.094,0.28,0.33,0.57,0.041,14.7,0.99
5676,31085,,6.39,51.40,33.10,8.76,41.6,22,9.92,1.02,,46,4.35,130,186,300,5.36,1.3,,,,0,54,0,1.44,,0.28,0.07,0.07,0.6,,0.03,12,
5677,31091,,6.50,55.10,29.40,4.92,42.9,17.8,,,,40,3.6,,,,128,,,,,,,,,,1,,,,,,,
5678,31098,2220.00,5.80,60.50,29.00,2.9,60.1,17.4,8.89,1.1,,150,2.3,50,160,260,45.3,0.97,0.28,,20,55.6,31.5,0.25,0.84,3.32,0.5,0.073,0.21,0.11,0.71,0.07,19.2,0.37
5679,31099,,6.68,39.00,34.20,4.3,33.3,19.7,10.9,1.89,,174,0.9,47.3,157,296,50.3,1.15,0.3,,10,30.5,23,0.53,2.45,,0.5,0.07,0.28,0.37,0.63,0.28,26.9,0.39
5680,31120,2320.00,7.81,45.30,36.10,7.39,39.5,22.3,10.9,1.31,,130,5.89,109,238,562,44.9,1.81,0.81,,21.4,23.7,23.4,1.27,0.96,5.16,0.75,0.1,0.19,0.37,0.78,0.068,29.1,0.38
5681,31003,,1.75,86.50,6.32,0.63,64.4,3.79,0.63,0.099,,26.5,0.69,19.6,15,68.4,61.5,0.13,0.06,,12,0,0,0,0,0,0,0,0,0,0,0,0,0
5682,31007,1580.00,0.50,90.60,0.32,2.4,68.1,0.042,0.079,0.14,,18,9.5,340,4.6,3.5,5,0.06,0.16,,0.2,0,5,0.25,1,0.8,0.5,0,0,0,0,0,0,0
5683,31014,1420.00,1.69,76.60,1.80,3.9,69.2,0.0002,0.0002,0.0002,,25,0.58,18,44,170,31,0.38,0.1,,20,0,5,0.25,3.72,1.84,5.13,0.15,0.3,3.69,0.15,0.34,12,0
5684,31021,,0.20,82.70,0.20,1.1,82.7,0.02,0.04,0.04,,65,1.5,,5,24,27,0.1,,,,0,120,0,0,,3,0.07,0.05,0.2,,0,0,
5685,31023,1370.00,0.94,79.50,0.50,0.9,56.6,0.01,0.01,0.01,,8.1,0.28,5.7,17,54,32,0.14,0.08,,20,,5,0.25,0.17,0.8,0.5,0.015,0.01,0.1,0.1,0.012,33.2,
5686,31027,1270.00,0.50,72.30,0.30,3.3,62.9,0,0,0,,71,0.27,4.7,5.8,40,56,0.05,0.04,,,0,5.83,0.25,0.41,0.8,0.5,0.015,0.01,0.1,0.0076,0.01,5,
5687,31033,,7.88,62.50,25.20,0.7,58,1.61,17.6,4.84,,173,1.4,54,265,377,1,1.23,0.31,,,0,0,0,12.4,,0,0.16,0.25,1.2,,0.08,26,
5688,31036,,5.00,73.90,17.20,0,71.9,1.39,11.9,3.28,,91,3.3,48,165,244,67,0.93,0.37,,,0,0,0,7.77,,0,0.1,0.14,0.7,,0.05,16,
5689,31050,,3.67,78.70,1.42,0.23,65.6,0.067,0.07,0.033,,3,0.27,1.45,8,3.7,39.3,0.04,0.097,,,0,0,0,0,0,0,0.001,0.001,0.078,0.005,0.003,1,0
5690,31054,955.00,0.69,78.10,0.45,1.98,0.03,0.17,0.055,0.14,,3700,5.2,130,60,73,10.3,0.09,0.09,,20,0,0,0,0.16,0,0,0.11,0.01,0.1,,0.01,31.5,0
5691,31059,,0.19,95.40,0.35,0.17,74.9,0.28,0.045,0.007,,3,0.3,3,3,5,27.4,0.01,0.029,,0.3,0,0,0,0,0,0,0.004,0.003,0.007,0.008,0.003,0,0
5692,31060,,6.28,80.20,0.25,0.5,68.1,0.15,0.044,,,9,,2,,85,9.07,0.04,0.09,,0.3,,,0,0,,,,,,,,,
5693,31081,,2.95,83.70,8.04,0.88,60.4,5.62,1.72,0.19,,95.6,0.55,17.4,77.4,154,182,0.3,0.1,,22.2,,,0.5,0.23,,0.5,0.04,0.14,0.15,0.23,0.16,31.8,0.08
5694,31092,1850.00,7.88,60.30,18.00,2.7,50.1,1.65,12,3.5,,81,,67,160,210,12,,0.32,,20,,249,0.25,6.26,1.46,0.5,0.039,0.047,0.1,0.13,0.012,29,
5695,31093,,4.65,66.20,10.30,0.6,56.3,6.2,,,,,,,,,40,,,,,,,,,,,,,,,,,
5696,31094,,1.21,72.50,6.00,0,72.5,4.14,1.37,0.16,,,,,,,449,,,,,,,,,,,,,,,,,
5697,31121,1180.00,0.53,82.50,0.41,2.12,24,0.12,0.064,0.14,,2400,6.72,204,40.5,48.5,7.55,0.079,0.11,,6.55,0,0.88,0.044,0.46,0.14,0.088,0.069,0.0032,0.032,1.12,0.0032,20.4,0
5698,30999,966.00,0.37,56.50,0.29,1.05,55.5,0.053,0.11,,,11.8,0.18,6.02,9.95,93.4,7.94,0.052,0.027,,8.99,,46.7,,0.46,0.8,9.34,0.01,0.0063,0.067,0.078,0.015,14.4,
5699,31006,1060.00,0.29,60.20,0.31,0.91,59,0.055,0.13,0.073,,11.5,0.17,5.85,9.43,89.3,7.73,0.05,0.026,,10,,27.9,,0.44,0.69,9.28,0.011,0.0066,0.05,0.071,0.014,13.7,
5700,31024,1060.00,0.50,60.50,0.50,0.7,60.1,0.11,0.15,0.14,,9,0.17,5.7,10,77,7,0.05,0.02,,20,,5,,0.28,0.8,11.4,0.015,0.01,0.1,0.063,0.01,24.6,
5701,31037,1050.00,0.50,59.70,0.30,1.1,56.8,0.041,0.11,0,,8.7,0.14,4.4,7.7,110,5,0.07,0.03,,20,0,82.1,0.25,0.7,0.8,6.42,0.015,0.01,0.1,0.072,0.022,5,
5702,31038,,0.38,60.90,0.16,0.55,60,,,,,12,0.22,7.1,16,110,7,0.05,0.05,,20,,54.8,,,1.14,19.6,0.024,0.013,0.1,0.1,0.01,6,
5703,31039,1050.00,0.50,59.30,0.40,1.5,56.9,0.14,0.13,0.03,,33,0.08,4.2,3.8,49,6,0.05,0.03,,20,0,5,0.25,0.47,0.8,8.92,0.015,0.01,0.1,0.051,0.02,6.27,0
5704,31040,,6.45,58.00,5.45,0.58,51.7,2.87,1.46,0.22,,211,0.17,22,193,350,109,0.79,0.004,,,73,,0.2,0.2,,2.6,0.016,0.41,0.21,0.84,0.016,11,0.31
5705,31053,,0.27,59.30,0.10,0.87,59.3,,,,,,,,,,16,,,,,,,,,,,,,,,,,
5706,31062,,0.47,61.00,0.21,0.95,59.5,,,,,9.9,0.28,9.5,11,100,5,0.12,0.02,,20,,5,,,2,2.93,0.019,0.012,0.1,0.077,0.029,13.9,
5707,31068,1040.00,0.50,58.90,0.40,2.1,58.9,0.028,,,,8.7,0.14,3.2,6.6,35,5,0.06,0.02,,,,5,0.25,0.52,0.8,0.5,0.015,0.01,0.1,0.064,0.01,5,
5708,31082,,0.49,43.40,0.33,1.88,40.5,,,,,,,,,,5.85,,,,,,,,,,,,,,,,,
5709,31086,,0.35,61.60,0.17,1.28,61.6,0.033,,0,,,,,,,7.5,,,,,,,,,,,,,,,,,
5710,31095,1050.00,0.50,59.60,0.30,0.5,58.7,,,,,9.8,0.16,3.8,5.4,84,5,0.05,0.01,,,,5,0.25,0.08,0.8,1.79,0.015,0.01,0.1,0.14,0.014,5,
5711,31110,689.00,0.75,38.00,0.30,1.8,38,0.044,0.036,,,13,0.2,6.7,12,110,9,0.06,0.03,,10,,122,0.25,0.54,1.22,9.57,0.015,0.01,0.14,0.11,0.019,17.5,
5712,7225,1500.00,9.76,55.50,9.38,3.3,6.9,5.22,3.15,0.49,,42.5,1,21.5,122,163,525,0.75,,,10,24,63,0.2,0.37,,,0.1,0.22,1.3,0.52,0.11,44,1.7
5713,7600,1590.00,7.77,49.10,16.20,2.43,12.8,8.6,4.92,1.67,,40.1,1.52,21.8,99.9,142,417,0.68,0.2,,9.1,73.5,114,0.18,1.6,5.36,0.34,0.12,0.071,0.44,0.46,0.038,39.7,0.27
5714,7602,1570.00,6.65,40.40,20.00,2.32,8.83,11.6,4.75,1.83,,33.6,0.8,22.4,91,172,450,0.53,0.075,,5.9,,70,,1.1,,0,0.13,0.11,,,0.051,56,0
5715,7615,1720.00,6.33,47.60,21.10,1.8,7.88,11.6,6.52,1.89,,21,0.85,17,88,130,523,0.63,0.09,,20,21,70.2,0.25,1.35,3.52,0.5,0.062,0.01,0.1,0.48,0.046,32.8,0.089
5716,7620,1760.00,6.61,45.70,22.60,2.5,7.3,15.1,5.14,0.73,,22,0.7,15,78,120,463,0.53,0.09,,20,200,53,0.25,0.6,2.01,0.71,0.066,0.039,0.2,0.43,0.029,18.3,0.13
5717,7650,1860.00,7.62,35.90,29.10,3.7,14.1,15,9.78,2.7,,55.7,1.1,36.6,116,174,317,0.76,0.21,,7.06,111,64.3,0.44,4.02,,0.044,0.093,0.15,0.89,0.46,0.13,35.6,0.12
5718,7710,1600.00,8.55,50.60,15.40,1.5,9.94,8.34,4.74,1.36,,37.1,1.1,20.3,114,171,438,1,0.11,,10,44,50,0.2,1.2,,0,0.07,0.13,0.46,0.57,0.17,46,0.82
5719,7711,1510.00,8.94,52.20,12.30,1.8,11.9,5.54,3.8,2.15,,41.6,1,19.2,101,142,423,1,1,,10,48.5,50,0.2,1.2,,,0.16,0.12,0.24,0.6,0.05,98.1,0.51
5720,7712,1550.00,8.51,52.00,13.50,2.72,18,6.32,4.93,1.62,,60,2,28,120,180,371,0.9,0.16,,20,21,76.4,0.25,2.3,6.92,0.5,0.17,0.12,0.48,0.61,0.059,22.9,0.29
5721,7720,1400.00,5.11,55.90,9.00,2.8,18.7,4.1,2.94,0.89,,32.1,0.77,18.6,100,278,280,1,1,,10,36,50,0.2,0.97,,0,0.07,0.18,0.05,0.63,0.08,132,0.54
5722,7730,1770.00,7.47,45.40,22.50,3,12.8,14.7,5.43,0.85,,23,4.1,29,95,160,392,0.78,0.21,,20,166,53.5,0.25,0.6,2.2,0.5,0.058,0.01,0.1,0.53,0.01,33.8,0.09
5723,7733,1780.00,6.90,46.80,22.30,3,11.1,13.4,6.22,1.41,,91,3.2,32,93,150,441,0.84,0.22,,20,66.6,335,0.25,2.07,2.48,0.5,0.13,0.028,0.53,0.35,0.024,16.8,0.064
5724,7735,1460.00,8.56,51.60,11.20,3,17,0.92,7.8,1.99,,52,3.5,31,110,170,376,0.84,0.21,,,21,78.1,0.25,1.93,8.88,0.5,0.1,0.062,0.7,0.39,0.029,22.3,0.16
5725,7737,1480.00,7.47,53.20,11.60,2.17,21.1,6.82,2.77,1.48,,,,,,,353,,,,,,,,,,,,,,,,,
5726,7738,1450.00,6.90,50.50,12.10,3.8,18.4,7.2,3.16,1.21,,14.7,,,,,400,,,,,,,,,,,,,,,,,
5727,7739,1270.00,6.22,49.20,8.41,1.5,20.7,4.93,,,,,,,,,274,,,,,,,,,,,,,,,,,
5728,7740,1490.00,8.13,52.70,11.80,2.2,12.7,5.01,4.3,1.75,,32,0.94,18,91,120,401,0.74,0.11,,20,57.9,158,0.25,1.93,6.97,0.5,0.14,0.053,0.6,0.34,0.032,23.9,0.21
5729,7741,1680.00,11.30,46.00,19.10,0.5,5.7,7.84,3.18,,,41.2,1.65,19.7,138,178,451,0.76,0.12,,31.8,83.5,240,0.5,2.04,,0.5,0.11,0.2,1.42,0.92,0.12,53,0.32
5730,7742,1570.00,9.81,49.20,14.70,3,,8.51,4.92,1.14,,30,1.15,25.5,140,198,590,0.68,0.082,,10,63,58,0.2,1.2,,,0.05,0.17,0.87,0.67,0.09,42,0.53
5731,7744,1490.00,7.20,53.30,12.30,1.35,19.6,5.83,4.49,1.39,,,,,,,354,,,,,,,,,,,,,,,,,
5732,7745,1540.00,8.00,51.60,14.00,1.1,13.4,8.69,3.37,0.89,,30,0.85,19,96,110,384,0.72,0.08,,20,105,132,0.25,0.49,1.52,0.5,0.14,0.068,0.1,0.43,0.052,48.4,0.22
5733,23467,1590.00,7.76,42.60,18.60,6.1,27.1,9.89,5.19,1.47,,36,1.6,13.9,113,107,433,1,1,,10,150,50,0.2,2.4,24.5,0,0.05,0.19,0.2,0.58,0.07,78.9,1.1
5734,23480,1410.00,4.17,36.60,18.70,3.1,11.2,10.3,2.8,1.21,,15,0.44,10,150,106,340,0.3,0.038,,7.24,99,63.6,0.32,1.21,,5.36,0.1,0.051,0.67,0.084,0.065,5.15,0
5735,7412,,7.85,64.30,16.00,4.65,30.2,4.88,5,6,,173,3.7,56.2,190,411,134,1.2,,,10,,50,,3.8,,,0.32,0.14,3.15,0.54,0.05,35,
5736,7413,,4.91,74.70,6.44,3.92,28.8,1.72,,1,,145,1,24.5,129,160,169,1,,,10,,50,,4.7,,1,0.35,0.07,3.6,0.5,0.05,30,
5737,23027,,6.90,77.70,10.20,3,74,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,
5738,24000,,6.90,65.00,20.60,2.03,24.7,6.09,8.28,2.13,,26.5,1.58,16,152,129,252,0.62,0.13,,2.3,0,0,0.4,0.76,5.9,0,0.2,0.19,2.06,0.34,0.031,14,0.075
5739,24001,,6.77,70.00,15.10,2.81,23.6,6.81,5.58,2.04,,39.5,2.12,15.3,150,125,334,0.47,0.1,,1.9,0,0,0,0.26,5.9,0,0.2,0.19,2.34,0.39,0.049,14.9,0.05
5740,24002,,9.63,72.60,14.20,0.75,23.3,6.07,3.98,3.26,,,2,54,149,275,62.3,1.5,0.28,,13,2,30,0.55,6.3,,3,2.6,1.8,20.1,0.82,3.35,212,0.08
5741,24003,,10.80,61.90,19.80,3.5,22.1,8.44,6.75,3.32,,,6.4,195,213,256,177,1.9,0.35,,11,0.68,30,0.5,31.2,,1,1.7,1.95,2.1,0.61,3.7,157,0.08
5742,24004,,10.80,61.40,15.80,6,20.2,6.8,5.2,3,,45,1.95,40,160,325,15,0.35,0.1,,12,1,7,0.25,2.5,,0,1.63,1.95,19.5,10.9,2.4,435,0.04
5743,24005,,22.70,47.60,20.70,2.63,14.3,8.37,5.9,2.4,,20,2.1,30,170,350,137,,,,,,,,5,,,0.6,0.8,5,,0.85,95,
5744,24007,,7.00,69.00,11.00,8.4,22.4,3.18,4.12,1.84,,,,90,,,870,,,,,,,,3.9,,,0.42,,,,0.6,,
5745,24008,,4.69,75.30,7.20,3,,2.82,2.74,1.33,,59,1,15.6,94,152,230,1,1,,10,2,50,0.2,3.2,,,0.2,0.05,0.05,0.45,0.05,49.6,0.35
5746,24009,,5.94,69.00,19.70,1.93,32.6,9.35,6.47,2.07,,,,,,,343,,,,,,,,,,,,,,,,,
5747,24010,,7.23,74.70,11.80,4,21.7,6.68,3.4,0.85,,57.7,2.16,34.5,142,89.7,289,0.92,0.16,,6,,,,,,,,,,,,,
5748,24011,,6.44,61.40,26.40,2.9,39.4,6.21,15.3,3.59,,55,2.6,35,110,200,185,0.66,0.24,,,27.2,14.6,0.25,2.12,4.26,0.5,0.1,0.14,1.14,0.45,0.031,48.7,0.21
5749,24015,,8.06,74.50,12.10,2.3,21.5,7.82,2.79,0.62,,34,0.82,18,100,150,462,0.52,0.12,,20,107,,0.25,0.53,1.09,0.5,0.082,0.035,0.1,0.48,0.026,19.1,0.092
5750,24016,,6.62,63.30,24.10,2.65,36.8,15.1,5.85,1.08,,94,5.3,37.5,185,218,240,0.8,0.25,,24,75,49,0.5,0.89,,1.1,0.17,0.28,0.68,0.51,0.2,36,0.2
5751,24017,,7.19,71.10,16.00,2.91,24.5,9.37,4.16,0.8,,,,,,,490,,,,,,,,,,,,,,,,,
5752,24030,,8.25,73.90,11.50,2.2,20,5.45,,,,27.9,,,,,455,,,,,,,,,,,,,,,,,
5753,24031,,5.63,80.10,8.80,2.5,29.4,2.85,2.72,0.95,,199,1,25.5,239,211,311,1,1,,10,2,50,0.2,2.07,,,0.17,0.11,0.05,0.67,0.05,11.7,0.97
5754,24034,,7.81,65.80,16.30,5.5,21,2.83,8.8,3.89,,250,4,140,240,190,477,0.94,0.16,,,21,5,0.25,3.21,16.9,0.5,0.13,0.01,0.3,0.72,0.071,13.9,0.033
5755,24035,,7.68,66.30,16.00,6.33,20.2,4.4,,,,200,2.8,90,200,,270,,,,,,,,4.17,,,0.28,,,,,,
5756,24036,,6.43,61.70,26.90,2.71,34.3,14.2,,,,53.4,2.66,31.8,165,221,200,0.69,0.23,,6,,7,0,1.1,,0,0.08,0.11,1.3,0.53,0.08,32,0
5757,24037,,4.43,69.20,9.11,3.52,43.4,3.6,3.74,1.38,,64,1,294,37,269,160,0.3,0.1,,12,2,7,0,3.02,5.8,0.5,0.45,0.055,0.63,0.28,0.31,21,0.08
5758,24038,,6.93,61.90,25.00,2.09,36.7,14.9,7.67,1.75,,45,2.7,11.7,131,193,156,0.89,,,7.13,,,,,,0.3,,,,,,,
5759,24039,,3.32,75.70,7.12,3,41.9,2.64,3.56,0.72,,,,,,,167,,,,,,,,2.8,,,0.29,,,,,,
5760,24040,,6.50,69.70,16.60,2.8,29.8,8.75,5.32,1.8,,93.6,5.1,76.3,232,259,380,0.9,1,,10,2,50,0.2,3.35,,,0.28,0.085,1.5,0.51,0.22,32.5,1.01
5761,24041,1870.00,7.44,67.70,15.70,5.3,23.4,4.12,7.64,3.16,,39,4.1,120,220,270,348,1.1,0.24,,20,21,5,0.25,7.74,14,0.5,0.6,0.019,2.61,0.47,0.1,36.9,0.074
5762,24049,,6.40,64.80,22.70,1.99,24.3,14.7,5.49,1.49,,37.7,1.82,14,66,88,324,0.49,0.09,,18,0,1,0,2.44,11,0,0.35,0.31,3.28,0.32,0.071,20,0
5763,24050,,6.64,61.00,25.30,3.19,28.9,16,6.36,1.01,,34,7,51,140,270,306,0.9,0.33,,20,116,52,0.25,2.67,3,0.5,0.1,0.089,0.22,0.35,0.066,25.6,0.41
5764,24051,,7.39,60.90,22.80,2.41,43.1,3.03,13.8,5.08,,,,,,,160,,,,,,,,,,,,,,,,,
5765,24052,,6.65,60.20,25.80,3.24,29.2,16,7.26,1.75,,58,0.15,59,160,360,178,1,0.29,,20,25.1,7.66,0.25,2.46,4.2,0.5,0.098,0.083,0.32,0.35,0.046,39.1,0.15
5766,24053,,6.84,63.70,23.50,3.01,28.2,13.2,,,,,3.97,60.5,171,,261,,,,,,,,4,,,0.6,0.7,6,,1,79,
5767,24054,,5.93,67.60,19.30,2.74,31,11,5.65,1.72,,35,1,32,130,210,196,0.66,0.19,,20,25.4,10.8,0.25,2.2,1.99,0.5,0.12,0.036,0.18,0.23,0.056,19.6,0.41
5768,24055,2140.00,5.50,59.80,27.20,3.4,29.7,16.7,7.12,1.83,,23,1.5,28,110,210,149,0.59,0.18,,,70.3,19.9,0.25,2.21,4.77,0.5,0.038,0.022,0.12,0.42,0.028,18.9,0.069
5769,24056,2150.00,9.31,50.70,28.70,7.6,44.1,10.8,12,4.52,,120,2.5,84,180,320,52,1.1,0.44,,,32.2,18.5,1.01,6.15,4.28,0.5,0.046,0.095,0.47,0.38,0.044,16.9,0.28
5770,24060,,7.42,56.00,30.70,3.62,46.1,18.9,,,,,,,,,122,,,,,,,,,,,,,,,,,
5771,24070,,7.10,66.50,20.10,2.65,24.2,12.3,4.54,0.66,,,,,,,295,,,,,,,,,,,,,,,,,
5772,24071,,8.38,59.40,22.90,3.3,,,,,,31.9,1,21.8,131,123,163,1,1,,10,173,50,0.2,1.4,,,0.05,0.09,0.3,0.58,0.09,14.5,0.79
5773,24072,,5.85,66.00,21.10,2.55,32,10.6,6.16,1.34,,,,,,,225,,,,,,,,,,,,,,,,,
5774,24080,,6.63,61.20,24.60,3,27.3,10.7,5.89,6.08,,,,,,,378,,,,,,,,,,,,,,,,,
5775,24225,,5.36,71.20,18.60,1.83,34.7,10.7,5.49,1.61,,20.6,1,12.9,77,96.5,222,1,1,,10,2,50,0.2,1.1,,,0.05,0.06,0.05,0.3,0.05,7.4,0.31
5776,24231,,6.70,67.90,18.00,3.77,29.8,9.92,5.85,1.67,,120,3.3,47.3,117,190,246,0.92,0.39,,24,2,30,0.5,3,,1,0.11,0.073,0.69,0.29,0.13,28,0.08
5777,24240,,6.64,73.30,17.40,3.35,31.6,9.68,2.21,0.66,,240,4.5,120,300,80,216,,,,,,,,3.5,,,0.25,,,,,35,
5778,24300,,9.00,76.80,8.00,2,35,5,2.26,0.38,,1.55,,,140,144,400,,,,,,,,,,2,0.016,0.063,0.68,,0.057,5,0.09
5779,24311,,6.38,57.20,29.80,3.53,35.8,22.9,5.35,0.92,,34,,11,,,109,,,,,,,,,,,,,,,,,
5780,24312,,7.31,59.60,26.40,3.21,37.4,17.7,5.02,1.38,,20.1,6.8,47.3,122,263,134,1,1,,10,2,50,0.2,2.1,,,0.05,0.22,0.2,0.51,0.06,11.8,0.54
5781,24313,2250.00,5.75,60.10,30.10,1.6,32.9,19.9,7.06,1.69,,92,0.55,24,120,260,144,0.49,0.07,,,21,5,0.25,1.86,2.09,0.63,0.041,0.16,0.27,1.08,0.041,15.3,0.29
5782,24320,,4.43,82.40,1.58,1.66,41.7,0.75,0.27,0.29,,,,,,,110,,,,,,,,,,0.3,,,,,,,
5783,24360,,5.29,63.00,27.50,1,38,17.5,7.45,2.1,,,,,,163,111,,,,,,,,,,,,,,,,,
5784,24370,,6.27,72.10,15.50,1.7,36.7,10.2,2.3,0.45,,,,,,,255,,,,,,,,,,,,,,,,,
5785,24371,,5.91,67.90,21.80,3.45,42.4,13.5,5.9,1.45,,,,,,,198,,,,,,,,,,,,,,,,,
5786,24430,,7.98,79.90,3.77,1.37,47.9,0.99,1.23,0.77,,25.5,1.1,14.3,107,109,161,1,1,,10,7.8,50,0.2,0.9,,0,0.05,0.11,0.05,0.6,0.05,9.6,0.36
5787,24441,,5.66,77.90,10.70,1.86,40.3,6.85,2.59,0.81,,21.8,0.6,15.4,84,135,229,0.3,0.12,,2,2,8,0.5,1.1,,0.5,0.11,0.092,0.99,0.31,0.14,41,0.08
5788,24520,,4.11,94.30,0.50,0.5,94.3,0.01,0.01,0.01,,4.15,0.18,4.76,20.6,89.8,64.4,0.15,0.03,,2,0,0,0,0,,0,,0.24,0.1,0.16,0.01,6,0.1
