id,source_id,calories_kcal,proteines_g,glucides_g,lipides_g,fibres_g,sucres_g,ag_satures_g,ag_monoinsatures_g,ag_polyinsatures_g,cholesterol_mg,calcium_mg,fer_mg,magnesium_mg,phosphore_mg,potassium_mg,sodium_mg,zinc_mg,cuivre_mg,selenium_ug,iode_ug,vitamine_a_ug,beta_carotene_ug,vitamine_d_ug,vitamine_e_mg,vitamine_k_ug,vitamine_c_mg,vitamine_b1_mg,vitamine_b2_mg,vitamine_b3_mg,vitamine_b5_mg,vitamine_b6_mg,vitamine_b9_ug,vitamine_b12_ug
3236,10083,1170.00,9.56,4.43,24.80,1.26,0.3,16.6,5.57,0.95,,40,2.5,45,180,180,430,2,0.11,,100,209,,0.25,1.79,11.4,0.5,0.015,0.14,1.09,0.34,0.063,54.2,19.3
3237,25037,441.00,6.13,8.39,5.10,0.5,2.48,3.18,1.25,0.27,,58.2,0.41,13.8,37.1,223,328,0.55,0.05,,,,,,,,,,,,,,,
3238,25038,488.00,6.69,5.28,7.50,0.7,1.6,4.82,1.81,0.26,,52,0.28,24,120,180,366,0.47,0.03,,20,58.7,225,0.25,0.63,3.6,0.5,0.015,0.043,0.1,0.28,0.022,19.4,0.95
3239,25077,557.00,8.36,7.43,7.65,0.73,0.58,3.19,2.33,1.1,,,,,,,277,,,,,,,,,,,,,,,,,
3240,25086,735.00,14.80,5.30,10.40,1,1.09,2.3,2.92,2.88,,21.1,1.2,17.5,162,317,513,1,1,,92,2,,0.9,2.6,,9.7,0.05,0.05,9.2,0.18,0.05,5,2.2
3241,25128,315.00,9.31,3.10,2.30,2.4,2,0.42,1.14,0.63,,16.1,1,24.2,99,348,280,,,,71,2,449,0.2,1.1,,,0.05,0.07,1.2,0.25,0.05,5,1.1
3242,25140,420.00,11.40,2.90,4.35,2,1.95,2.75,,,,,,,,,232,,,,,,,,,,,,,,,,,
3243,25141,337.00,11.50,2.20,2.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3244,25142,381.00,9.20,5.40,3.60,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3245,25143,335.00,9.16,3.00,3.25,1,0.86,1.56,0.72,0.83,,,,,,,220,,,,,,,,,,,,,,,,,
3246,25145,325.00,8.80,4.20,2.80,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3247,25146,478.00,11.80,3.90,5.50,1,1.65,3.31,1.32,0.31,,40,0.24,27,130,260,350,0.33,0.03,,44,38.8,0,0.5,1.1,3.6,0.5,0.075,0.06,0.8,0.2,0.058,18.8,1.87
3248,25210,945.00,18.80,0.40,16.20,2.4,0.4,3.8,,,,,,,,,,,,,,,,,,,,,,,,,,
3249,25539,535.00,18.00,0.86,5.71,0.29,0.85,0.98,3.14,1,,26.5,0.72,28.4,190,320,223,0.25,0.026,,65.5,18.4,59.8,1.41,1.02,,6.33,0.074,0.067,2.84,0.29,0.26,12,2.03
3250,25540,396.00,18.50,1.50,1.50,0,0,0.1,0.88,0.22,,100,1.7,36.8,153,169,140,0.51,0.01,,31.5,7.22,71.5,0.21,1.96,,8.33,0.034,0.038,1.79,0.25,0.11,10.1,1.14
3251,26054,551.00,13.30,3.18,7.05,1.25,1.3,2.84,1.12,0.2,,18.2,0.4,19.7,164,331,327,0.26,0.051,,79.5,19,0,1.13,2.31,,0,0.086,0.086,1.77,0.25,0.17,34.5,1.53
3252,26140,604.00,23.50,0.00,5.52,0,0,1.21,1.79,1.55,,29.9,0.69,30,228,347,216,0.61,0.069,,61.7,10.5,0.82,3.69,0.91,,0.96,0.11,0.12,5.27,0.59,0.33,17.7,3.87
3253,26249,454.00,22.00,0.00,2.18,0,0,0.44,0.66,0.49,,30.3,0.38,27,192,296,354,0.58,0.051,,63.5,8.18,1.5,1.59,0.71,,0.45,0.061,0.089,2.2,0.25,0.21,15,1.92
3254,26250,449.00,22.10,0.00,2.00,0,0,0.38,0.64,0.47,,27.6,0.37,26.6,189,294,392,0.56,0.05,,68.3,7.82,1.77,1.19,0.71,,0.37,0.06,0.09,2.14,0.23,0.21,13.6,1.99
3255,25031,621.00,7.86,17.10,4.90,1.85,1.2,1.28,1.08,0.55,,38.7,0.69,25.4,90,148,343,0.68,0.11,,4,5,125,0.5,1.3,,1.95,0.073,0.45,2.6,0.42,0.12,18.8,1.1
3256,25107,442.00,7.50,14.20,1.60,1.7,1.7,0.2,0.3,0.9,,24,4.1,23,89,192,337,0.4,0.1,,10,0.9,1020,0.1,1.2,,7.6,0.1,0.1,,0.2,0.1,24,0.5
3257,25154,491.00,6.39,8.57,6.15,1.1,1.62,3.68,1.74,0.46,,46.8,1,17.1,90,190,323,1,1,,20,16,50,1.1,1.5,,1,0.05,0.09,0.32,0.23,0.05,5,0.36
3258,25456,722.00,6.69,26.90,3.70,0.9,4.93,0.6,1.72,1.15,,16,0.25,14,81,130,218,0.44,0.08,,20,21,66.4,1.14,0.33,2.78,1.11,0.031,0.018,1.28,0.34,0.15,9.19,1.36
3259,8296,,4.05,5.60,9.56,2.55,1.77,3.43,4.28,1.43,,50.5,0.78,24,132,232,524,0.7,,,6,20,,0.2,2.11,,2.16,2.82,1.34,3.98,,0.36,110,
3260,8297,,5.38,4.13,18.60,2.3,2.06,10.8,5.38,1.13,,72,0.75,12,100,200,354,0.58,0.06,,20,156,1790,0.25,1.36,44.3,0.5,0.1,0.18,0.7,0.44,0.073,51.4,0.6
3261,20194,,4.67,10.10,0.40,5.5,1.65,0.16,,,,,,,,,349,,,,,,,,,,,,,,,,,
3262,20240,,1.10,6.50,3.80,3.4,4.9,2,1.33,0.3,,7.6,0.24,7.9,14,190,300,0.09,0.05,,20,,1450,,1.3,3.77,12.2,0.029,0.016,0.62,0.071,0.063,11,
3263,20262,341.00,2.60,12.10,1.77,3.6,1.5,0.4,0.52,0.14,,24.5,6,,,,500,,,,,,,,,,30.8,,,,,,,
3264,20273,,3.13,5.83,3.93,2.55,3.1,0.48,,,,,,,,,73,,,,,,,,,,,,,,,,,
3265,20274,,1.61,4.33,1.77,4.14,2.66,0.14,0.66,0.9,,,,,,,167,,,,,,,,,,,,,,,,,
3266,20498,,1.89,3.59,1.21,2.94,1.81,0.22,0.24,0.098,,,,,,,134,,,,,,,,,,,,,,,,,
3267,25018,,1.22,4.97,3.15,2.03,3.91,0.47,2.08,0.46,,16.4,0.38,18.6,22,295,369,0.17,0.074,,3,10,373,0,1.56,,25.2,0.03,0.03,0.56,,0.04,18,
3268,25026,,2.50,4.10,2.90,1.9,1.19,1.82,0.67,0.18,,,,,,,287,,,,,,,,,,,,,,,,,
3269,25052,,1.95,5.45,8.68,2.35,3.8,1.3,,,,,,,,,172,,,,,,,,,,,,,,,,,
3270,25056,,3.38,14.50,4.20,1.5,2.08,2.67,0.99,0.2,,38.6,0.32,13.8,95,219,325,0.29,0.044,,8.2,49,11,0,0.24,,3.1,0.02,0.081,0.94,0.24,0.04,7,0
3271,25073,,7.44,4.71,6.30,1.5,1.98,3.77,1.6,0.38,,77.2,0.38,18.2,146,104,259,0.6,0.1,,8.11,44.7,291,0.28,0.23,,3.72,0.24,0.14,1.45,0.28,0.11,14.3,0.3
3272,25101,,3.00,3.30,6.50,1.3,0.88,4,1.31,0.16,,96.6,0.27,10.7,,147,420,2.3,0.12,,,,,,,,,,,,,,,
3273,25162,,3.44,6.91,6.70,1.7,3.42,3.41,1.81,0.99,,83.1,0.51,16.6,65.5,175,228,0.49,0.087,,4.03,26.9,567,0.084,1.84,,12.6,0.051,0.072,0.46,0.27,0.11,41,0.12
3274,25196,,1.05,10.60,10.40,2.6,5.2,2,2.63,5.26,,,,,,,470,,,,,,,,,,,,,,,,,
3275,25199,,3.29,10.70,5.44,2.61,3.34,1.13,2.24,1.12,,,,,,,351,,,,,,,,,,,,,,,,,
3276,25208,,3.31,8.45,5.70,2.6,3,0.64,2.41,2.29,,40,0.52,16,58,250,301,0.36,0.06,,20,21,986,0.25,2.63,20.2,1.23,0.19,0.11,0.1,0.31,0.088,33.8,0.18
3277,25220,310.00,1.38,0.10,6.60,4.5,0.2,2.02,3.12,1.08,,43,0.3,6.8,15,83,505,0.15,0.05,,20,21,5,0.25,0.4,31,17.2,0.015,0.01,0.1,0.11,0.055,19.1,0.028
3278,25524,,1.65,6.55,4.32,2,2.71,0.94,2.55,0.6,,23,0.67,13.1,33,247,188,0.22,0.068,,2.37,11,1480,0.01,1.64,,21.5,0.063,0.038,0.61,0.32,0.11,22.2,0
3279,25556,,3.52,23.00,8.52,1.95,3.03,0.99,4.79,2.36,,52.4,0.72,17.7,68.1,209,275,0.4,0.078,,6.62,20.1,197,0.16,2.86,,13.2,0.058,0.14,0.42,0.39,0.12,43,0.14
3280,25571,1050.00,8.25,18.70,14.40,7.7,1.4,1.5,6.4,5.83,,57,2.1,51,180,390,640,1.3,0.3,,20,0,35,0.25,6.9,10,0.5,0.047,0.01,0.1,0.43,0.17,105,0
3281,25588,,3.64,6.74,6.50,1,3.2,3.48,2.03,0.51,,84,0.31,13,88,190,255,0.44,0.03,,20,55.2,609,0.25,0.81,22.9,1.94,0.064,0.1,0.15,0.43,0.052,24.4,0.33
3282,25590,881.00,7.38,17.70,10.80,6,3.57,1.28,5.67,3.32,,57,1.6,40,99,340,347,1,0.24,,20,,43.8,0.25,4.04,23.6,0.5,0.15,0.044,0.43,0.36,0.082,57.3,
3283,9082,791.00,4.93,29.50,4.84,2.58,2.21,1.11,,,,,,,,,463,,,,,,,0,8.99,,,0.72,0.016,3,0,0.12,118,0
3284,9083,1460.00,11.10,67.20,1.59,6.28,2.64,0.69,,,,,,,,,603,,,,,,,,,,,,,,,,,
3285,25019,401.00,4.22,12.50,2.83,1.41,2.23,1.14,1.21,0.48,,25.3,1.09,13.8,60.9,169,382,0.49,0.074,,5.5,0,150,0.14,0.32,,1.22,0.37,0.27,1.25,0.4,0.15,3,
3286,25081,562.00,6.29,13.50,5.72,1.91,2.84,2.55,1.51,0.75,,44.8,0.71,21,82.9,194,385,0.78,0.12,,8.67,12,107,0.11,0.91,,2.57,0.064,0.1,1.19,0.31,0.12,7.49,0.45
3287,25085,487.00,5.32,13.60,4.07,1.9,2.64,1.42,1.34,0.77,,14,0.79,19.6,58.3,176,329,0.9,0.08,,5,0,150,0,1.31,,4.22,0.05,0.05,1.1,0.4,0.14,9.05,0.32
3288,25088,691.00,5.46,23.60,4.94,1.74,1.28,0.75,1.48,2.4,,16.7,0.4,8.47,60.6,78,361,0.5,0.1,,2,4,60,0.5,0.91,,0.97,0.12,0.051,1.1,0.18,0.085,33,0.14
3289,25110,798.00,5.50,27.80,5.50,3.6,1.1,1.55,2.25,1.38,,31,0.57,12,65,56,383,0.31,0.04,,20,21,5,0.25,0.97,0.8,0.5,0.015,0.01,0.27,0.061,0.038,24.5,0.65
3290,25122,750.00,7.06,16.40,9.20,1,2.19,4.85,2.84,0.84,,116,0.4,20,137,124,340,0.88,0.05,,5.4,67,0,0.3,0.34,,1.1,0.09,0.13,0.64,0.28,0.06,6,0.39
3291,25131,431.00,2.75,11.00,4.85,2.25,4.75,1.5,2.45,0.79,,,,,,,222,,,,,,,,,,,,,,,,,
3292,25135,674.00,5.91,14.20,8.70,1.18,1.79,4.34,2.71,0.69,,36.1,0.45,14.6,86.2,87.1,347,1,0.08,,8,47.8,60,0.1,1.19,,0.82,0.13,0.08,1.9,0.3,0.06,7.29,0.11
3293,25139,620.00,7.28,13.00,7.10,1.68,2.03,2.5,1.88,1.51,,63,0.41,,,,403,,,,,,,,,,,,,,,,,
3294,25149,951.00,10.00,26.80,8.30,1.9,4.4,4.64,2.1,0.85,,72.3,0.48,16.2,88.5,47.9,317,0.7,0.3,,5.2,24.9,15,0.05,0.1,,0.2,0.029,0.047,0.29,0.27,0.04,7.47,0.18
3295,25150,453.00,4.32,16.40,2.25,2.24,2.54,0.8,0.52,0.83,,,,,,,274,,,,,,,,,,,,,,,,,
3381,25625,857.00,8.50,14.30,12.40,1.6,2.4,6.95,,,,,,,,,445,,,,,,,,,,,,,,,,,
3296,25155,918.00,7.94,27.80,7.50,3.4,3.53,2.36,2.66,2.03,,69,0.57,20,93,130,420,0.51,0.13,,20,21,157,0.25,0.64,0.8,0.5,0.07,0.07,1.32,0.45,0.058,8.62,0.25
3297,25157,1120.00,11.40,40.30,5.79,3.15,3.91,2.45,1.94,1.14,,37.5,0.72,,,,512,,,,,,,,,,,,,,,,,
3298,25158,734.00,6.94,25.10,4.65,2.15,1,1.65,1.95,0.82,,29,0.78,17.5,85.5,95,206,0.74,0.12,,20,21,82,0.38,0.28,0.74,0.5,0.19,0.049,0.51,0.32,0.051,13.6,0.57
3299,25181,1130.00,11.30,37.30,7.69,2.23,3.83,4.28,2.55,0.74,,141,1,21.7,165,112,458,1,1,,,23,50,,0.1,,,0.07,0.13,0.26,0.47,0.05,11.4,0.6
3300,25182,1110.00,9.98,41.40,5.69,2.87,3.46,2.74,1.17,1.47,,,,,,,422,,,,,,,,,,,,,,,,,
3301,25183,436.00,4.88,12.60,3.40,1.6,1.7,1.16,0.76,1.18,,22,0.5,19,54,100,334,0.42,0.07,,20,21,380,0.25,0.68,7.53,0.5,0.053,0.35,0.37,0.18,0.056,77,0.21
3302,25184,737.00,4.23,31.50,3.19,0.99,3.48,0.52,,,,,,,,,312,,,,,,,,,,,,,,,,,
3303,25185,704.00,4.61,28.30,3.57,0.98,1.91,0.69,,,,,,,,,338,,,,,,,,,,,,,,,,,
3304,25187,505.00,2.74,18.40,3.80,0.5,0.85,2,1.3,0.23,,,,,,,304,,,,,,,,,,,,,,,,,
3305,25188,544.00,5.47,12.50,6.07,1.15,2.02,2.92,,,,,,,,,337,,,,,,,,,,,,,,,,,
3306,25189,822.00,5.65,30.90,5.16,0.7,0.58,2.49,,,,,,,,,328,,,,,,,,,,,,,,,,,
3307,25192,383.00,2.88,13.50,2.45,1.7,2.83,0.48,0.98,0.98,,15,1.1,16,32,280,300,0.21,0.11,,20,21,1170,0.25,0.85,9.31,0.5,0.05,0.033,1.14,0.17,0.096,14.2,0.082
3308,25193,654.00,5.19,20.90,4.90,3.7,1.9,1.93,1.63,1.07,,50,0.51,15,75,76,195,0.48,0.1,,20,21,119,0.25,0.81,1.35,0.5,0.057,0.066,0.24,0.32,0.038,42.4,0.49
3309,25198,681.00,7.17,15.90,7.40,1.85,5.85,4.35,,,,,,,,,310,,,,,,,,,,,,,,,,,
3310,25203,1080.00,9.40,41.40,5.06,3.02,3.14,1.74,,,,,,,,,339,,,,,,,,,,,,,,,,,
3311,25216,837.00,7.98,25.70,6.53,2.52,2.82,2.88,2.1,1.11,,54.9,0.6,17.2,86.7,83.1,287,0.64,0.18,,8.32,15.5,78.5,0.12,0.36,0.75,0.23,0.092,0.055,0.56,0.33,0.047,14.2,0.36
3312,25217,627.00,2.50,18.60,6.50,2.6,0.8,0.85,2.1,3.24,,70,1.1,14,42,110,534,0.36,0.15,,20,,685,0.25,2.48,64.7,0.5,0.018,0.01,0.1,0.12,0.042,19.9,
3313,25218,512.00,4.38,11.80,5.90,,4.3,1.91,2.06,1.54,,76,0.62,20,85,240,238,0.54,0.1,,20,21,531,0.25,2.19,6.37,3.34,0.015,0.063,0.1,0.28,0.08,27,0.2
3314,25219,749.00,7.00,14.00,10.20,1.4,2.3,5.23,3.04,1.13,,32,0.18,6.5,40,59,340,0.23,0.03,,20,54,235,0.25,1.14,13.7,0.67,0.041,0.089,0.35,0.36,0.047,39.5,0.18
3315,25635,557.00,6.10,11.40,6.60,1.87,3.5,3.1,2.46,0.66,,,,,,,397,,,,,,,,,,,,,,,,,
3316,4041,810.00,8.06,9.50,13.30,1.3,0.57,8.25,3.5,0.37,,,,,,,398,,,,,,,,,,,,,,,,,
3317,19437,,12.90,15.00,19.20,,3.5,9.99,4.42,3.52,,100,0.27,14,160,120,507,0.69,0.05,,20,133,5,0.25,2.79,1.58,0.5,0.043,0.081,0.1,0.21,0.035,24.9,0.17
3318,25020,767.00,12.90,3.80,12.60,2.1,1.77,7.37,3.85,0.69,,226,0.6,19.7,196,138,391,1.37,0.04,,14.8,131,38,0.5,0.6,,1,0.05,0.24,0.53,0.58,0.06,20.1,0.6
3319,25137,671.00,6.00,13.50,8.90,0.8,1.25,4.47,2.7,1.05,,74,0.26,14,95,270,300,0.57,0.05,,20,35.7,16.5,0.25,0.56,0.82,0.5,0.05,0.061,1.01,0.23,0.13,33.4,0.2
3320,25437,1660.00,16.20,22.70,26.60,1.9,0.56,16,7.11,1.65,,302,1.34,22.7,297,131,453,1.98,0.14,,24.5,272,116,0.89,0.97,,0,0.076,0.35,0.29,0.76,0.11,37.4,0.98
3321,25509,959.00,16.20,2.60,17.20,0,1.1,12,4.34,0.42,,517,0.3,21.7,400,73,511,2,0.3,,10,126,,0.5,0.35,,0,0.04,0.21,0.08,0.12,0.065,16,0.83
3322,25546,1100.00,17.40,15.30,14.60,1,1.5,7.15,4.31,2.38,,84.9,0.8,25.8,202,246,929,1.4,0.1,,13,26,21,0.5,4.1,,1,0.087,0.12,5.7,0.55,0.25,20,0.61
3323,20914,,15.50,8.70,14.70,8.8,2.3,0.65,5.2,4.6,,160,2.3,81,230,380,700,1.3,0.28,,20,21,24,0.5,0.2,9.26,2,0.13,0.06,0.65,0.34,0.08,54.6,0.4
3324,20917,660.00,16.10,7.89,4.70,6.2,0.24,0.57,1.09,2.79,,88,1.7,60,190,310,39,1.3,0.46,,20,0,5,0.25,1.17,20.3,0.5,0.03,0.18,1.46,0.57,0.091,38.5,0.019
3325,25225,1190.00,12.60,22.40,14.90,2.55,1.33,1.48,7.96,4.72,,22,0.88,15,82,340,269,0.68,0.11,,20,,5,0.25,6.84,5.24,0.5,0.053,0.01,0.24,0.27,0.026,12.3,
3326,25226,1060.00,14.10,18.50,12.60,4.18,3.17,1.34,5.31,5.3,,55,1.7,56,150,400,472,0.97,0.26,,20,21,13.8,0.25,3.88,0.8,4.36,0.14,0.071,0.31,0.36,0.056,23.1,0.034
3327,25227,1050.00,15.50,19.70,10.90,5.38,1.75,1.14,6.05,3.17,,61,2.4,50,160,330,556,1,0.25,,20,,21.3,0.25,3.76,2.58,0.5,0.069,0.1,0.61,0.34,0.042,31.5,
3328,25228,1090.00,14.40,16.80,13.90,4.39,1.28,1.45,6.42,5.35,,50,2.2,38,140,380,411,0.71,0.15,,20,21,5,0.25,5.22,9.15,0.5,0.12,0.13,1,0.37,0.048,26.6,0.057
3329,25229,1030.00,16.90,18.80,10.00,5.41,,1.1,4.7,3.69,,70,2.5,59,170,350,452,1.3,0.32,,20,,8.16,0.25,2.55,2.64,0.5,0.099,0.026,0.4,0.3,0.075,30.3,
3330,25230,1030.00,15.20,15.10,13.10,3.28,2.05,3.02,5.74,3.7,,170,1.3,40,190,320,601,1.3,0.19,,20,24.4,27,0.25,3.35,7.45,0.5,0.074,0.11,0.26,0.35,0.045,31.5,0.33
3331,25231,385.00,3.13,12.50,2.70,2.1,3.14,0.41,0.95,1.17,,28,0.68,18,46,260,322,0.35,0.13,,20,,144,0.25,1.71,6.17,0.5,0.019,0.01,0.57,0.16,0.033,7.76,
3332,25233,1010.00,7.00,27.80,10.30,4.3,2.86,2.56,5.02,2.08,,93,1.1,97,350,340,398,1.3,0.2,,20,21,5,0.25,2.07,2.35,0.5,0.083,0.039,0.68,0.44,0.047,12.1,0.12
3333,25234,885.00,5.31,28.00,7.60,4.4,3.66,0.89,4.11,2.23,,29,1.3,48,130,220,411,1.1,0.21,,20,,149,0.25,2.97,7.3,0.5,0.081,0.01,0.7,0.4,0.054,20.7,
3334,25589,880.00,17.60,7.98,10.60,5.45,3.47,1.11,4.5,4.45,,73,2.4,64,170,620,605,1,0.22,,20,21,56,0.25,4.61,12.9,0.5,0.048,0.086,0.25,0.22,0.057,27.8,0.078
3335,25591,713.00,9.71,16.70,5.60,4.76,2.77,0.75,2.79,1.76,,69,1.9,59,150,230,338,1.3,0.28,,20,,457,0.25,2.14,13.5,0.5,0.09,0.01,0.17,0.33,0.052,45.3,
3336,25592,873.00,12.50,20.80,7.10,3.1,3.97,0.73,5.02,1,,42,1.2,38,100,150,398,1,0.21,,20,,292,0.25,1.65,4.63,0.5,0.083,0.01,0.31,0.29,0.049,46.3,
3382,26256,631.00,8.60,11.90,7.50,0.6,2.7,2.8,,,,,,,,,,,,,,,,,,,,,,,,,,
3337,25593,899.00,16.00,8.15,11.00,6.03,1.87,1.04,8.08,1.36,,89,3.3,75,200,520,519,1.3,0.34,,20,,32.4,0.25,2.67,2.66,0.5,0.046,0.042,0.32,0.35,0.052,39.5,
3338,25594,840.00,10.20,13.30,10.20,5.36,2.62,1.07,4.16,4.38,,72,2.2,53,150,400,454,0.86,0.19,,20,21,32.3,0.25,4.7,7.01,0.5,0.066,0.1,0.49,0.29,0.06,138,0.05
3339,25595,850.00,16.80,6.08,12.00,1.8,0.75,4.63,2.81,3.78,,250,1.8,84,280,230,427,1.9,0.31,,20,35.4,34,0.25,0.75,9.06,0.5,0.052,0.081,0.57,0.3,0.057,23.7,0.24
3340,25596,732.00,13.10,8.36,8.10,4.97,3.45,1.04,3.9,2.77,,99,2.1,70,180,430,372,1.2,0.26,,20,,158,0.25,2.29,12.3,0.5,0.057,0.038,0.47,0.3,0.043,38.1,
3341,25597,751.00,15.10,7.72,9.10,2.83,2.03,2.36,2.6,3.7,,170,2,82,210,320,389,1.5,0.33,,20,21,118,0.25,1.74,12.8,0.5,0.086,0.044,0.49,0.31,0.055,23.3,0.08
3342,30181,599.00,11.50,7.01,5.80,5.23,4.19,0.64,3.51,1.34,,67,2.2,66,170,620,312,1.2,0.41,,20,,167,0.25,2.09,6.09,0.5,0.052,0.037,1.15,0.4,0.081,34,
3343,25404,953.00,8.93,29.60,7.64,1.67,2.72,3.4,2.45,1.37,,239,1.14,22.9,286,170,493,1.52,0.097,,33.4,64,97,0,1.29,9.7,5.5,0.24,0.17,1.3,0.21,0.086,40,0.55
3344,25405,1140.00,8.96,21.00,16.80,1.29,2.67,8.63,5.78,1.55,,116,0.63,17.8,145,164,503,0.8,0.047,,31,52.3,,1.21,1.55,,0.71,0.12,0.16,0.47,,0.095,17.1,0.3
3345,25409,573.00,5.75,18.70,4.00,1.2,1.89,0.95,1.72,1.1,,41,0.73,16.9,74.6,220,236,0.88,0.1,,5,,,,,,,,,,,,,
3346,25410,765.00,8.83,19.10,7.50,1.55,1.7,3.9,1.85,0.49,,105,0.49,14.9,118,148,466,0.61,0.1,,12.6,17.4,,0.73,1.24,,1.59,0.19,0.19,,,0.11,30.4,0.34
3347,25411,629.00,4.83,20.70,5.02,1.32,2.7,0.92,,,,59.5,0.3,14,,260,333,,,,,,,,,,,,,,,,,
3348,25417,902.00,5.00,21.80,11.70,1.7,3.2,6,4.28,0.91,,104,,13.9,,242,392,0.62,0.058,,,,,,,,,,,,,,,
3349,25435,917.00,10.30,28.00,6.69,2.34,2.91,3.2,2.18,1,,174,0.7,24.4,170,234,608,1.4,0.1,,6,43,100,0.5,1.1,,1.45,0.18,0.12,1.9,0.37,0.2,17,0.46
3350,25444,1210.00,10.30,20.70,18.00,1.57,1.63,9.93,6.45,1.43,,180,0.54,16,151,110,427,,,,,66.2,,1.06,1.34,,0.21,0.05,0.16,,,0.07,13.7,0.46
3351,25454,1000.00,5.50,20.00,14.30,5.3,2.9,4.15,5.39,1.75,,62.5,0.63,14.5,80.8,140,293,0.5,0.1,,8.7,37.5,,0.95,1.54,,4.25,0.05,0.1,,,0.1,14.7,0.22
3352,25457,952.00,10.30,27.20,8.03,2.16,2.94,2.85,3.55,1.44,,144,1.36,27,211,189,534,1.87,0.21,,,61,92,0,0.92,6.7,4.2,0.25,0.21,2.16,0.44,0.14,29,0.8
3353,25459,709.00,8.00,14.30,8.50,1.9,1.9,4.33,2.93,0.87,,88,1.1,20,170,260,299,1.8,0.07,,20,21,470,0.5,0.58,8,6.5,0.098,0.07,1.7,0.26,0.11,14.9,1.36
3354,25460,665.00,12.70,16.00,4.50,1.4,2.2,1.96,1.53,0.78,,77,0.55,23,210,280,357,0.66,0.06,,20,21,385,0.5,0.93,3.17,19.6,0.12,0.06,3.48,0.57,0.24,23.4,0.42
3355,25462,1040.00,10.40,26.50,10.70,2.04,3.29,4.55,3.55,1.02,,135,,,,,608,,,,,,,,,,,,,,,,,
3356,25463,843.00,10.30,24.60,6.65,0.5,1.5,2.5,2.23,1.63,,,,,,,500,,,,,,,,,,,,,,,,,
3357,25464,969.00,10.10,26.70,8.78,2.31,3.04,2.9,3.37,1.77,,110,0.54,22,160,190,492,0.84,0.09,,20,35.4,144,0.79,1.68,7.16,0.5,0.1,0.057,1.28,0.26,0.093,15,0.6
3358,25468,1030.00,10.70,26.90,9.96,2.36,3.17,4.83,3.35,1.08,,136,,,,,590,,,,,,,,,,,,,,,,,
3359,25472,900.00,8.48,25.70,8.00,2.81,3.62,3.1,2.37,1.1,,120,0.61,20,130,200,439,0.92,0.1,,20,29.7,153,0.25,0.73,1.67,1.52,0.09,0.09,0.54,0.29,0.099,25.8,0.3
3360,25477,915.00,7.80,31.60,6.10,2.4,1.9,2.1,,,,,,,,,450,,,,,,,,,,,,,,,,,
3361,25478,1120.00,13.10,28.20,10.50,2.7,2.61,5.51,3.19,1.04,,267,0.81,22,176,141,444,,,,8.8,46,,0.05,1.08,,3.64,0.14,0.14,,,0.15,52.9,0.28
3362,25516,979.00,10.70,27.30,8.39,2.38,2.93,3.93,2.69,1.07,,196,0.78,22.1,181,187,509,,,,11,41.4,,0.16,1.11,,3.37,0.17,0.13,,,0.16,35.2,0.39
3363,25528,1190.00,6.40,33.80,13.10,2.5,2.9,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,
3364,25529,1170.00,7.00,23.50,17.20,1.9,5.63,7.5,,,,,,,,,367,,,,,,,,,,,,,,,,,
3365,25548,863.00,9.54,25.70,6.66,2.3,3.16,2.91,2.3,0.98,,155,0.7,20.1,174,211,524,1.16,0.1,,11.2,27.5,,0.5,1.18,,4.84,0.19,0.14,1.84,0.57,0.17,31,0.38
3366,25549,623.00,6.02,17.70,5.75,1.05,3.86,2.02,2.35,1.06,,87.5,0.35,18.6,162,118,404,,,,,33.9,,0.47,0.93,,0.37,0.1,0.2,,,0.08,29.3,0.5
3367,25550,1260.00,8.81,31.80,14.80,1.7,4.15,6.27,5.41,2.18,,52,0.6,19.4,102,230,654,0.8,0.1,,7,26,8,0.5,1.4,,0.8,0.19,0.1,1.75,0.43,0.21,20,0.44
3368,25552,666.00,8.30,16.60,6.30,1.2,2.7,1.5,2.22,1.18,,35.3,0.6,12.3,86,86.6,260,,,,,17.6,,0.48,0.94,,1.23,0.15,0.17,,,0.1,30.5,0.26
3369,25553,1020.00,5.76,21.60,14.30,2.48,2.34,7.72,4.54,1.44,,95,0.6,14,110,130,381,0.66,0.06,,20,58.2,216,0.25,1.28,14.6,0.5,0.074,0.11,0.11,0.36,0.06,87.1,0.45
3370,25555,899.00,8.53,21.00,10.50,1.4,1.63,6.3,3,1.15,,59.2,0.63,17.7,111,162,333,0.42,0.1,,12.4,49.9,,2.59,1.47,,1.83,0.07,0.14,,,0.17,20.1,0.73
3371,25560,1050.00,10.20,23.70,12.60,1.2,2.25,6.2,,,,,,,,,,,,,,,,,,,,,,,,,,
3372,25561,910.00,5.17,19.30,12.80,2.9,4.2,7.67,3.39,0.59,,21,0.77,16,64,280,318,0.28,0.05,,20,81.5,551,,0.62,3.61,5.2,0.05,0.025,0.44,0.28,0.091,40.9,0.071
3373,25562,873.00,12.70,15.20,9.80,4.5,1.1,6.02,2.59,0.76,,240,0.96,52,280,190,445,1.8,0.11,,20,116,,0.25,0.41,1.49,0.9,0.19,0.17,1.1,0.75,0.11,38.1,1.04
